address|text|type|size
00496ff0|error : 文字の初期化に失敗しました\r\n|string|37
00497018|data/text.anm|string|14
00497028|bgm/init.mid|string|13
00497038|data/title/th07logo.jpg|string|24
00497050|垂直同期が取れてないか、リフレッシュレートが高すぎます。\r\n|string|59
0049708c|強制６０フレームモードで動作します\r\n|string|37
004970b4|垂直同期が取れてないか、リフレッシュレートが高すぎます\r\n|string|57
004970f0|error : データファイルが存在しません\r\n|string|39
00497118|error : データのバージョンが違います\r\n|string|39
00497140|th07_%.4x%c.ver|string|16
00497150|th07.dat|string|9
0049715c|有効なパッドを発見しました\r\n|string|29
0049717c|DirectInput は正常に初期化されました\r\n|string|39
004971a4|DirectInput SetCooperativeLevel が使用できません\r\n|string|51
004971d8|DirectInput SetDataFormat が使用できません\r\n|string|45
00497208|DirectInput が使用できません\r\n|string|31
00497228|0100b|string|6
00497230|scene %d -> %d\r\n|string|17
00497244|alq チェック %f / %f = %f\r\n|string|28
00497268|error :\r\n|string|10
00497274| midi play\n|string|12
00497280| midi open %d\n|string|15
00497290|error : まだMIDIが読み込まれていないのに再生しようとしている\r\n|string|63
004972d0|error : MIDI File が読み込めない %s \rv\r\n|string|41
004972fc|main sum %d\r\n|string|14
0049730c|.lnk|string|5
00497314|二つは起動できません\r\n|string|23
0049732c|Touhou YouYouMu App|string|20
00497340|--------------------------------------------\r\n|string|47
00497370|　バイリニア補間（縮小） : |string|28
0049738c|　バイリニア補間（拡大） : |string|28
004973a8|　テクスチャトランスフォーム : |string|32
004973c8|　α付きテクスチャ : |string|22
004973e0|　最大テクスチャサイズ : (%d, %d)\r\n|string|36
00497404|　-- テクスチャ能力 ---------------------------\r\n|string|50
00497438|　グーローシェーディングでフォグ : |string|36
0049745c|　α成分のグーローシェーディング : |string|36
00497480|　グーローシェーディング : |string|28
0049749c|　-- シェーディング能力 -----------------------\r\n|string|50
004974d0|　デプステスト : |string|18
004974e4|　頂点フォグ : |string|16
004974f4|　テーブルフォグ : |string|20
00497508|　Zベースのフォグ : |string|21
00497520|　範囲ベースのフォグ : |string|24
00497538|　ディザ処理 : |string|16
00497548|　アンチエイリアシング : |string|26
00497564|　異方性フィルタリング : |string|26
00497580|　-- ラスタ能力 --------------------------------\r\n|string|51
004975b4|　デプステストON/OFF切り替え : |string|32
004975d4|　法線クリップ無し : |string|22
004975ec|　法線クリップ（時計周り） : |string|30
0049760c|　法線クリップ（反時計周り） : |string|32
0049762c|　プリミティブのクリッピング処理 : |string|36
00497650|　ポイントのクリッピング処理 : |string|32
00497670|　半透明処理 : |string|16
00497680|　-- プリミティブ能力 ---------------------------\r\n|string|52
004976b4|　頂点バッファにビデオメモリを使用 : |string|38
004976dc|　頂点バッファにシステムメモリを使用 : |string|40
00497704|　VRAM からテクスチャ取得 : |string|29
00497724|　システムメモリからテクスチャ取得 : |string|38
0049774c|　非ローカルVRAMからテクスチャ取得 : |string|38
00497774|　ハードウェア T&L : |string|22
0049778c|　System -> 非ローカルVRAMブリット : |string|38
004977b4|　-- デバイス能力 ------------------------------\r\n|string|51
004977e8|　プレゼンテーション間隔（垂直同期）: |string|39
00497810|　プレゼンテーション間隔（直接）: |string|35
00497834|　ウィンドウモードのレンダリング : |string|36
00497858|　走査線取得能力 : |string|20
0049786c|現在のビデオカード、及びドライバの能力詳細\r\n|string|45
0049789c|可\r\n|string|5
004978a4|不可\r\n|string|7
004978b0|D3DFMT_A8R8G8B8 をサポートしていません、減色モードで動作します\r\n|string|65
004978f8|512 以上のテクスチャをサポートしていません。殆どの絵がボケて表示されます。\r\n|string|77
00497948|D3DTEXOPCAPS_ADD をサポートしていません、色加算エミュレートモードで動作します\r\n|string|80
00497998|T&L HAL で動作しま～す\r\n|string|25
004979b4|HAL で動作します\r\n|string|19
004979c8|REF で動作しますが、重すぎて恐らくゲームになりません...\r\n|string|58
00497a04|Direct3D の初期化に失敗、これではゲームは出来ません\r\n|string|54
00497a3c|*** リフレッシュレートを60Hzに変更することを推奨します ***\r\n|string|61
00497a7c|非同期更新も行えません。一番汚いモードに変更します\r\n|string|53
00497ab4|リフレッシュレートが変更できません\r\n|string|37
00497adc|HAL も使用できないようです\r\n|string|29
00497afc|T&L HAL は使用できないようです\r\n|string|33
00497b20|VSync非同期可能かどうかを試みます\r\n|string|36
00497b44|リフレッシュレートを60Hzに変更を試みます\r\n|string|43
00497b70|初回起動、画面を 32Bits で初期化しました\r\n|string|43
00497b9c|東方妖々夢　～ Perfect Cherry Blossom. ver 1.00b|string|49
00497bd0|BASE|string|5
00497bd8|Direct3D オブジェクトは何故か作成出来なかった\r\n|string|48
00497c08|snapshot/th%.3d.bmp|string|20
00497c1c|snapshot|string|9
00497c28|再起動を要するオプションが変更されたので再起動します\r\n|string|55
00497c60|th07.cfg|string|9
00497c6c|./log.txt|string|10
00497c78|log|string|4
00497c7c|---------------------------------------------------------- \r\n|string|62
00497cbc|ＭＳ ゴシック|string|14
00497ccc|%s write ...\r\n|string|15
00497cdc|error : %s write error\r\n|string|25
00497cf8|error : %s is not found.\r\n|string|27
00497d14|%s Load ... \r\n|string|15
00497d24|%s Decode ... \r\n|string|17
00497d38|error : %s is not found in arcfile.\r\n|string|38
00497d60|error : DIERR_INPUTLOST %d\r\n|string|29
00497d80|error : DIERR_INPUTLOST\r\n|string|26
00497d9c|使えるパッドが存在しないようです、残念\r\n|string|41
00497dc8|東方動作記録 --------------------------------------------- \r\n|string|62
00497e08|random seed %d %d\r\n|string|20
00497e1c|replay/th7_00.rpy|string|18
00497e30|error : 2D表示の初期化に失敗しました\r\n|string|39
00497e58|error : エフェクトの初期化に失敗しました\r\n|string|43
00497e84|error : 敵頭脳の初期化に失敗しました\r\n|string|39
00497eac|data/ecldata8.ecl|string|18
00497ec0|data/ecldata7.ecl|string|18
00497ed4|data/ecldata6.ecl|string|18
00497ee8|data/ecldata5.ecl|string|18
00497efc|data/ecldata4.ecl|string|18
00497f10|data/ecldata3.ecl|string|18
00497f24|data/ecldata2.ecl|string|18
00497f38|data/ecldata1.ecl|string|18
00497f4c|error : 敵の初期化に失敗しました\r\n|string|35
00497f70|data/stg8enm.anm|string|20
00497f84|data/stg7enm.anm|string|20
00497f98|data/stg6enm.anm|string|20
00497fac|data/stg5enm.anm|string|20
00497fc0|data/stg4enm.anm|string|20
00497fd4|data/stg3enm.anm|string|20
00497fe8|data/stg2enm.anm|string|20
00497ffc|data/stg1enm.anm|string|20
00498010|error : 敵弾の初期化に失敗しました\r\n|string|37
00498038|error : 背景データの初期化に失敗しました\r\n|string|43
00498064|error : プレイヤーの初期化に失敗しました\r\n|string|43
00498090|error : スコアファイルの読み取りに失敗しました\r\n|string|49
004980c4|score.dat|string|10
004980d0|dummy|string|6
004980d8|%.2d|string|5
004980e0|MAX|string|4
004980e4|%d/%d|string|6
004980ec|%d|string|3
004980f0|%.9d|string|5
004980f8|%1d|string|4
004980fc|%.8d|string|5
00498104| |string|2
00498108|error : メッセージファイル %s が読み込めませんでした\r\n|string|55
00498140|data/msg8.dat|string|14
00498150|data/std8txt.anm|string|17
00498164|data/face_08_00.anm|string|20
00498178|data/msg7.dat|string|14
00498188|data/std7txt.anm|string|17
0049819c|data/face_07_00.anm|string|20
004981b0|data/msg6.dat|string|14
004981c0|data/std6txt.anm|string|17
004981d4|data/face_06_00.anm|string|20
004981e8|data/msg5.dat|string|14
004981f8|data/std5txt.anm|string|17
0049820c|data/face_05_00.anm|string|20
00498220|data/msg4.dat|string|14
00498230|data/std4txt.anm|string|17
00498244|data/face_04_00.anm|string|20
00498258|data/msg3.dat|string|14
00498268|data/std3txt.anm|string|17
0049827c|data/face_03_00.anm|string|20
00498290|data/msg2.dat|string|14
004982a0|data/std2txt.anm|string|17
004982b4|data/face_02_00.anm|string|20
004982c8|data/msg1.dat|string|14
004982d8|data/std1txt.anm|string|17
004982ec|data/face_01_00.anm|string|20
00498300|data/loading3.anm|string|18
00498314|data/face_sk00.anm|string|19
00498328|data/loading2.anm|string|18
0049833c|data/face_mr00.anm|string|19
00498350|data/loading.anm|string|17
00498364|data/face_rm00.anm|string|19
00498378|data/front.anm|string|15
00498388|+%d|string|4
0049838c|Spell Card Bonus!|string|18
004983a0|Border Bonus %7d|string|17
004983b4|CherryPoint Max!|string|17
004983c8|Supernatural Border!!|string|22
004983e0|Full Power Mode!|string|17
004983f4|BONUS %8d|string|10
00498400|Total = %8d0|string|13
00498410|Player Penalty*0.2|string|19
00498424|Player Penalty*0.5|string|19
00498438|Phantasm Rank*2.0|string|18
0049844c|Extra Rank   *2.0|string|18
00498460|Lunatic Rank *1.5|string|18
00498474|Hard Rank    *1.2|string|18
00498488|Normal Rank  *1.0|string|18
0049849c|Easy Rank    *0.5|string|18
004984b0|Bomb   = %8d|string|13
004984c0|Player =%9d|string|12
004984cc|Cherry = %8d|string|13
004984dc|Graze  = %8d|string|13
004984ec|Point  = %8d|string|13
004984fc|Clear  = %8d|string|13
0049850c|All Clear!|string|11
00498518|Stage Clear|string|12
00498524|data/etama.anm|string|15
00498534|data/end21.end|string|15
00498544|data/end20.end|string|15
00498554|data/end11.end|string|15
00498564|data/end10.end|string|15
00498574|data/end01.end|string|15
00498584|data/end00.end|string|15
00498594|data/end20b.end|string|16
004985a4|data/end10b.end|string|16
004985b4|data/end00b.end|string|16
004985c4|data/staff01.anm|string|17
004985d8|error : エンディングファイルが読み込めない、ファイルが破壊されています\r\n|string|73
00498624|data/eff08.anm|string|15
00498634|data/eff07.anm|string|15
00498644|data/eff06.anm|string|15
00498654|data/eff05.anm|string|15
00498664|data/eff04b.anm|string|16
00498674|data/eff04.anm|string|15
00498684|data/eff03.anm|string|15
00498694|data/eff02.anm|string|15
004986a4|data/eff01.anm|string|15
004986b4|bgm/th07_13b.mid|string|17
004986c8|error : sub anim overflow\r\n|string|28
004986e4|error : no Stack Ret\r\n|string|23
00498700|敵データの読み込みに失敗しました、データが壊れてるか失われています\r\n|string|69
00498748|時符「プライベートスクウェア」|string|31
00498768|時符「パーフェクトスクウェア」|string|31
00498788|幻符「殺人ドール」|string|19
0049879c|幻符「インディスクリミネイト」|string|31
004987bc|恋符「マスタースパーク」|string|25
004987d8|恋符「ノンディレクショナルレーザー」|string|37
00498800|魔符「ミルキーウェイ」|string|23
00498818|魔符「スターダストレヴァリエ」|string|31
00498838|夢符「二重結界」|string|17
0049884c|夢符「封魔陣」|string|15
0049885c|霊符「夢想封印　集」|string|21
00498874|霊符「夢想封印　散」|string|21
0049888c|ステージデータが見つかりません。データが壊れています\r\n|string|55
004988c4|data/stg8bg.anm|string|16
004988d4|data/stg7bg.anm|string|16
004988e4|data/stg6bg.anm|string|16
004988f4|data/stg5bg.anm|string|16
00498904|data/stg4bg5.anm|string|17
00498918|data/stg4bg4.anm|string|17
0049892c|data/stg4bg3.anm|string|17
00498940|data/stg4bg2.anm|string|17
00498954|data/stg4bg.anm|string|16
00498964|data/stg3bg.anm|string|16
00498974|data/stg2bg.anm|string|16
00498984|data/stg1bg.anm|string|16
00498994|data/stage8.std|string|16
004989a4|data/stage7.std|string|16
004989b4|data/stage6.std|string|16
004989c4|data/stage5.std|string|16
004989d4|data/stage4.std|string|16
004989e4|data/stage3.std|string|16
004989f4|data/stage2.std|string|16
00498a04|data/stage1.std|string|16
00498a14|data/capture.anm|string|17
00498a28|data/ascii.anm|string|15
00498a38|UnPause|string|8
00498a40|Pause|string|6
0049ad82|DirectInput8Create|string|19
0049ad96|DINPUT8.dll|string|12
0049ada2|DSOUND.dll|string|11
0049adb0|Direct3DCreate8|string|16
0049adc0|d3d8.dll|string|9
0049adcc|timeGetTime|string|12
0049adda|joyGetDevCapsA|string|15
0049adec|joyGetPosEx|string|12
0049adfa|timeEndPeriod|string|14
0049ae0a|timeBeginPeriod|string|16
0049ae1c|midiOutUnprepareHeader|string|23
0049ae36|timeSetEvent|string|13
0049ae46|midiOutPrepareHeader|string|21
0049ae5e|midiOutReset|string|13
0049ae6e|midiOutOpen|string|12
0049ae7c|timeKillEvent|string|14
0049ae8c|midiOutShortMsg|string|16
0049ae9e|midiOutClose|string|13
0049aeae|midiOutLongMsg|string|15
0049aec0|timeGetDevCaps|string|15
0049aed0|WINMM.dll|string|10
0049aedc|CreateFileA|string|12
0049aeea|GetFileSize|string|12
0049aef8|WriteFile|string|10
0049af04|ReadFile|string|9
0049af10|GetProcAddress|string|15
0049af22|LoadLibraryA|string|13
0049af32|GetVersionExA|string|14
0049af42|CloseHandle|string|12
0049af50|QueryPerformanceCounter|string|24
0049af6a|GetConsoleTitleA|string|17
0049af7e|MultiByteToWideChar|string|20
0049af94|GetStartupInfoA|string|16
0049afa6|GetLastError|string|13
0049afb6|GetModuleFileNameA|string|19
0049afcc|CreateMutexA|string|13
0049afdc|QueryPerformanceFrequency|string|26
0049aff8|GetLocalTime|string|13
0049b008|GlobalFree|string|11
0049b016|SetFilePointer|string|15
0049b028|WaitForSingleObject|string|20
0049b03e|CreateEventA|string|13
0049b04e|CreateThread|string|13
0049b05e|FindFirstFileA|string|15
0049b070|FindClose|string|10
0049b07c|FindNextFileA|string|14
0049b08c|Sleep|string|6
0049b094|GlobalAlloc|string|12
0049b0a2|DeleteFileA|string|12
0049b0b0|WideCharToMultiByte|string|20
0049b0c4|KERNEL32.dll|string|13
0049b0d4|GetKeyboardState|string|17
0049b0e8|SetKeyboardState|string|17
0049b0fc|MoveWindow|string|11
0049b10a|RegisterClassA|string|15
0049b11c|GetWindowThreadProcessId|string|25
0049b138|WINNLSEnableIME|string|16
0049b14a|LoadCursorA|string|12
0049b158|GetSystemMetrics|string|17
0049b16c|SystemParametersInfoA|string|22
0049b184|DispatchMessageA|string|17
0049b198|ShowWindow|string|11
0049b1a6|DefWindowProcA|string|15
0049b1b8|PeekMessageA|string|13
0049b1c8|CreateWindowExA|string|16
0049b1da|MessageBoxA|string|12
0049b1e8|GetForegroundWindow|string|20
0049b1fe|ShowCursor|string|11
0049b20c|TranslateMessage|string|17
0049b220|AttachThreadInput|string|18
0049b234|SetActiveWindow|string|16
0049b246|SetCursor|string|10
0049b252|DestroyWindow|string|14
0049b262|GetWindowLongA|string|15
0049b274|MsgWaitForMultipleObjects|string|26
0049b290|KillTimer|string|10
0049b29c|PostThreadMessageA|string|19
0049b2b2|SetTimer|string|9
0049b2bc|USER32.dll|string|11
0049b2ca|TextOutA|string|9
0049b2d6|CreateCompatibleDC|string|19
0049b2ec|SelectObject|string|13
0049b2fc|DeleteObject|string|13
0049b30c|SetBkMode|string|10
0049b318|CreateFontA|string|12
0049b326|CreateDIBSection|string|17
0049b33a|DeleteDC|string|9
0049b346|SetTextColor|string|13
0049b356|GetStockObject|string|15
0049b366|GDI32.dll|string|10
0049b372|CoCreateInstance|string|17
0049b386|CoUninitialize|string|15
0049b398|CoInitialize|string|13
0049b3a6|ole32.dll|string|10
0049b3b2|HeapFree|string|9
0049b3be|HeapAlloc|string|10
0049b3ca|CreateDirectoryA|string|17
0049b3de|GetTimeFormatA|string|15
0049b3f0|GetDateFormatA|string|15
0049b402|GetSystemTimeAsFileTime|string|24
0049b41c|SetEnvironmentVariableA|string|24
0049b436|GetCurrentDirectoryA|string|21
0049b44e|SetCurrentDirectoryA|string|21
0049b466|GetModuleHandleA|string|17
0049b47a|GetCommandLineA|string|16
0049b48c|RtlUnwind|string|10
0049b498|ExitProcess|string|12
0049b4a6|TerminateProcess|string|17
0049b4ba|GetCurrentProcess|string|18
0049b4ce|HeapReAlloc|string|12
0049b4dc|HeapSize|string|9
0049b4e8|HeapDestroy|string|12
0049b4f6|HeapCreate|string|11
0049b504|VirtualFree|string|12
0049b512|DeleteCriticalSection|string|22
0049b52a|LeaveCriticalSection|string|21
0049b542|EnterCriticalSection|string|21
0049b55a|VirtualAlloc|string|13
0049b56a|IsBadWritePtr|string|14
0049b57a|TlsFree|string|8
0049b584|SetLastError|string|13
0049b594|GetCurrentThreadId|string|19
0049b5aa|TlsSetValue|string|12
0049b5b8|TlsGetValue|string|12
0049b5c6|TlsAlloc|string|9
0049b5d2|GetTimeZoneInformation|string|23
0049b5ec|VirtualProtect|string|15
0049b5fe|GetSystemInfo|string|14
0049b60e|VirtualQuery|string|13
0049b61e|GetStdHandle|string|13
0049b62e|UnhandledExceptionFilter|string|25
0049b64a|FreeEnvironmentStringsA|string|24
0049b664|GetEnvironmentStrings|string|22
0049b67c|FreeEnvironmentStringsW|string|24
0049b696|GetEnvironmentStringsW|string|23
0049b6b0|SetHandleCount|string|15
0049b6c2|GetFileType|string|12
0049b6d0|RaiseException|string|15
0049b6e2|InitializeCriticalSection|string|26
0049b6fe|GetStringTypeA|string|15
0049b710|GetStringTypeW|string|15
0049b722|GetCPInfo|string|10
0049b72e|GetLocaleInfoA|string|15
0049b740|GetACP|string|7
0049b74a|GetOEMCP|string|9
0049b756|LCMapStringA|string|13
0049b766|LCMapStringW|string|13
0049b776|GetTickCount|string|13
0049b786|GetCurrentProcessId|string|20
0049b79c|SetUnhandledExceptionFilter|string|28
0049b7ba|IsBadReadPtr|string|13
0049b7ca|IsBadCodePtr|string|13
0049b7da|SetStdHandle|string|13
0049b7ea|FlushFileBuffers|string|17
0049b7fe|CompareStringA|string|15
0049b810|CompareStringW|string|15
0049d998|pow|string|4
